author,content,description,from_json,publishedAt,source.id,source.name,title,url
Megan Lebowitz,"WASHINGTON Sen. Tim Kaine, D-Va., defended Senate Minority Leader Chuck Schumer in an exclusive interview on NBC News Meet the Press, urging House Democrats to stick to their chamber rather than focu…","Sen. Tim Kaine defended Senate Minority Leader Chuck Schumer, urging House Democrats to stick to their chamber rather than focus on the party's Senate leadership.",Nov18_Left_post.json,2025-11-16T15:17:42Z,nbc-news,NBC News,"Sen. Tim Kaine defends Schumer, says House Democrats 'should focus on their own leadership'",https://www.nbcnews.com/politics/congress/tim-kaine-defends-chuck-schumer-house-democrats-senate-leadership-rcna244179
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…","In today’s election edition, we get you up to speed before polls close tonight in California, New Jersey, New York, Virginia and beyond.",Nov18_Left_post.json,2025-11-04T21:00:00Z,nbc-news,NBC News,What you need to know ahead of election night: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/what-you-need-to-know-election-night-politics-desk-rcna241930
By ANTHONY IZAGUIRRE and JILL COLVIN - Associated Press,"NEW YORK (AP) Zohran Mamdani was elected mayor of New York City on Tuesday, capping a stunning ascent for the 34-year-old state lawmaker, who was set to become the citys most liberal mayor in generat…","Zohran Mamdani has been elected mayor of New York City, capping the Democrat’s stunning ascent from little-known state lawmaker just a year ago to one of the most talked-about politicians in the country.",Nov18_Left_post.json,2025-11-05T03:41:00Z,associated-press,Associated Press,"Zohran Mamdani wins NYC mayor's race, capping a stunning ascent",https://apnews.com/article/mamdani-cuomo-sliwa-nyc-mayor-af8b9790e7cb4e023d0984a0207cbcca
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…","Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics team’s latest reporting and analysis from the White House, Capitol Hill and the campaign trail",Nov18_Left_post.json,2025-11-10T14:38:48Z,nbc-news,NBC News,Three questions for 2026: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/three-questions-2026-politics-desk-rcna242692
"Bridget Bowman, Adam Edelman, Ben Kamisar","Democratic wins in Tuesdays elections gave the party a sorely needed burst of momentum ahead of next years midterm elections. The party came in favored in races for Virginia and New Jersey governor,…",Democratic wins in Tuesday’s elections gave the party a sorely needed burst of momentum ahead of next year’s midterm elections,Nov18_Left_post.json,2025-11-05T10:00:40Z,nbc-news,NBC News,"Key takeaways: Trump looms over every race, while Democrats win on the economy",https://www.nbcnews.com/politics/elections/takeaways-2025-elections-trump-looms-every-race-democrats-win-economy-rcna241698
newsweek,"California Governor Gavin Newsom holds an early edge over Vice President JD Vance among young male voters for the 2028 presidency, according to new polling from a Republican-affiliated firm. The lat…","Among young male voters, 38 percent would vote for the California governor in 2028 compared to 33 percent for the vice president.",Nov18_Left_post.json,2025-11-10T18:00:15Z,newsweek,Newsweek,LEADING JD VANCE AMONG YOUNG MEN...,https://www.newsweek.com/gavin-newsom-leading-jd-vance-young-men-republican-2028-election-11001449
Ben Terris,This article was featured in New Yorks One Great Story newsletter. Sign up here. The first scandal of the 2028 presidential campaign arrived in the form of an October surprise just three Octobers ea…,"An extremely early, surely premature analysis of which candidates might win the Democratic presidential primary for the 2028 election.",Nov18_Left_post.json,2025-11-04T10:00:35Z,new-york-magazine,New York Magazine,"Waiting, Impatiently, for 2028",http://nymag.com/intelligencer/article/presidential-candidates-2028-election-democrats-preview-predictions.html
"Allan Smith, Sahil Kapur","No one could have predicted that John would have turned himself into sort of the pariah amongst the Democratic Party that he has become, he continued, adding, however, that Platner seems to be a very…","Graham Platner said he understands why some may be comparing him to Sen. John Fetterman, but he told NBC News he's different — and wants to earn voters' trust.",Nov18_Left_post.json,2025-11-08T10:00:00Z,nbc-news,NBC News,Graham Platner says he's no John Fetterman. But he gets the concerns.,https://www.nbcnews.com/politics/2026-election/graham-platner-says-no-john-fetterman-gets-concerns-rcna242667
Allan Smith,"In the wake of Republicans heavy election losses on Tuesday, President Donald Trump has responded to voters growing concerns by insisting the economy is actually experiencing a golden age. As tangi…","In the wake of Republicans’ heavy election losses on Tuesday, President Donald Trump has responded to voters’ growing concerns by insisting the economy is actually experiencing a “golden age.”",Nov18_Left_post.json,2025-11-06T22:19:05Z,nbc-news,NBC News,Trump touts cost of Walmart's Thanksgiving meal to vindicate his policies — ignoring a key detail,https://www.nbcnews.com/politics/donald-trump/trump-cost-walmart-thanksgiving-meal-rcna242357
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…","Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics team’s latest reporting and analysis from the White House, Capitol Hill and the campaign trail",Nov18_Left_post.json,2025-11-07T00:52:12Z,nbc-news,NBC News,Pelosi exits stage left: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/pelosi-exits-stage-left-politics-desk-rcna242493
"Bridget Bowman, Gary Grumbach , Julie Tsirkin, Kyle Stewart","President Donald Trump made a last-minute push to boost Republican turnout in Tuesday's races for governor in New Jersey and Virginia, but he only mentioned one GOP hopeful by name. While Trump talk…",The president spoke highly of New Jersey gubernatorial candidate Jack Ciattarelli but did not mention Virginia GOP nominee Winsome Earle-Sears by name.,Nov18_Left_post.json,2025-11-04T01:46:24Z,nbc-news,NBC News,Trump hosts tele-rallies for Virginia and New Jersey candidates on election eve,https://www.nbcnews.com/politics/elections/trump-hosts-tele-rallies-virginia-new-jersey-candidates-election-eve-rcna241690
Matt Dixon,The race to succeed Florida Gov. Ron DeSantis next year received a jolt this week. Republican James Fishback told Politico that he intends to run for governor and will officially jump in Monday. An …,"Fishback, an investment firm CEO and political newcomer, is publicly feuding with Trump advisers, and there are questions about his ties to Gov. Ron DeSantis' team.",Nov18_Left_post.json,2025-11-13T19:33:26Z,nbc-news,NBC News,James Fishback roils the Florida governor's race with his expected pro-Ron DeSantis bid,https://www.nbcnews.com/politics/2026-election/james-fishback-florida-governors-race-ron-desantis-bid-rcna243376
Christian Orozco,"What the big race election night results tell us about the future. The Supreme Court takes on Trump's signature economic policy. And, the conservative American families searching for a new home in wa…",What the big race election night results tell us about the future.,Nov18_Left_post.json,2025-11-05T12:04:51Z,nbc-news,NBC News,A big election night for Democrats and the Supreme Court’s tariffs showdown: Morning Rundown,https://www.nbcnews.com/news/us-news/big-election-night-democrats-supreme-courts-tariffs-showdown-morning-r-rcna242041
The Politics Desk,"Welcome to the online version of From the Politics Desk, a newsletter that brings you the NBC News Politics teams latest reporting and analysis from the White House, Capitol Hill and the campaign tra…",Steve Kornacki explains why the New Jersey governor election results could have ramifications for the GOP across the country.,Nov18_Left_post.json,2025-11-05T22:00:00Z,nbc-news,NBC News,Election warning signs for the GOP: From the Politics Desk,https://www.nbcnews.com/politics/politics-news/election-warning-signs-gop-politics-desk-rcna242220
Alexandra Marquez,Democrats were knocked back on their heels in 2024 by the partys erosion of support among young men. They were gratified to see improvement with that group in key elections earlier this month. In be…,Democrats were knocked back on their heels in 2024 by the party’s erosion of support among young men.,Nov18_Left_post.json,2025-11-15T10:00:00Z,nbc-news,NBC News,Democrats dip into the 'manosphere' in search of the key to the young male vote,https://www.nbcnews.com/politics/politics-news/democrats-dip-manosphere-search-key-young-male-vote-rcna243890
Christian Orozco,"Polls reveal that voters arent buying Trumps portrayal of the economy. The FAA will cut flights at 40 airports and reduce capacity. And, how scammers are using videos of stunning apartments to lure v…",Polls reveal that voters aren’t buying Trump’s portrayal of the economy.,Nov18_Left_post.json,2025-11-06T12:10:46Z,nbc-news,NBC News,A reality check for Trump's economy and the shutdown threatens to ground flights: Morning Rundown,https://www.nbcnews.com/news/us-news/reality-check-trumps-economy-shutdown-threatens-ground-flights-morning-rcna242288
Christian Orozco,"Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84. NBC News' Chief Data Analyst Steve Kornacki breaks down what to know about Election Day. And, the U…","Former Vice President Dick Cheney, a defense hawk and architect of the second Iraq war, dies at 84.",Nov18_Left_post.json,2025-11-04T12:19:11Z,nbc-news,NBC News,Dick Cheney dies at 84 and the elections storylines to follow: Morning Rundown,https://www.nbcnews.com/news/us-news/dick-cheney-dies-84-elections-storylines-follow-morning-rundown-rcna241771
Claire Calzonetti,"Zack Polanski, Leader of the Green Party of England and Wales, speaks with Christiane Amanpour about left-wing populism and Zohran Mamdani becoming the next mayor of New York City.","Zack Polanski, Leader of the Green Party of England and Wales, speaks with Christiane Amanpour about left-wing populism and Zohran Mamdani becoming the next mayor of New York City.",Nov18_Left_post.json,2025-11-13T19:27:30Z,cnn,CNN,Amanpour | CNN,https://www.cnn.com/2025/11/13/tv/video/amanpour-green-party-leader-zack-polanski
